2026-03-06 20:38:15 | AC | 1681
2026-03-06 20:38:15 | Cooler | 329
2026-03-06 20:38:15 | Fan | 63
2026-03-06 20:38:15 | LED | 12
2026-03-06 20:38:15 | Refrigerator | 312
2026-03-06 20:38:16 | AC | 1505
2026-03-06 20:38:16 | Cooler | 357
2026-03-06 20:38:16 | Fan | 83
2026-03-06 20:38:16 | LED | 9
2026-03-06 20:38:16 | Refrigerator | 304
2026-03-06 20:38:17 | AC | 1410
2026-03-06 20:38:17 | Cooler | 339
2026-03-06 20:38:17 | Fan | 75
2026-03-06 20:38:17 | LED | 12
2026-03-06 20:38:17 | Refrigerator | 350
2026-03-06 20:38:18 | AC | 1653
2026-03-06 20:38:18 | Cooler | 309
2026-03-06 20:38:18 | Fan | 72
2026-03-06 20:38:18 | LED | 11
2026-03-06 20:38:18 | Refrigerator | 282
2026-03-06 20:38:19 | AC | 1677
2026-03-06 20:38:19 | Cooler | 308
2026-03-06 20:38:19 | Fan | 84
2026-03-06 20:38:19 | LED | 8
2026-03-06 20:38:19 | Refrigerator | 262
2026-03-06 20:38:20 | AC | 1667
2026-03-06 20:38:20 | Cooler | 320
2026-03-06 20:38:20 | Fan | 63
2026-03-06 20:38:20 | LED | 8
2026-03-06 20:38:20 | Refrigerator | 272
2026-03-06 20:38:21 | AC | 1658
2026-03-06 20:38:21 | Cooler | 350
2026-03-06 20:38:21 | Fan | 70
2026-03-06 20:38:21 | LED | 10
2026-03-06 20:38:21 | Refrigerator | 271
2026-03-06 20:38:22 | AC | 1596
2026-03-06 20:38:22 | Cooler | 328
2026-03-06 20:38:22 | Fan | 76
2026-03-06 20:38:22 | LED | 9
2026-03-06 20:38:22 | Refrigerator | 307
2026-03-06 20:38:23 | AC | 1616
2026-03-06 20:38:23 | Cooler | 348
2026-03-06 20:38:23 | Fan | 88
2026-03-06 20:38:23 | LED | 11
2026-03-06 20:38:23 | Refrigerator | 321
2026-03-06 20:38:24 | AC | 1555
2026-03-06 20:38:24 | Cooler | 321
2026-03-06 20:38:24 | Fan | 69
2026-03-06 20:38:24 | LED | 8
2026-03-06 20:38:24 | Refrigerator | 306
2026-03-06 20:38:25 | AC | 1558
2026-03-06 20:38:25 | Cooler | 369
2026-03-06 20:38:25 | Fan | 87
2026-03-06 20:38:25 | LED | 11
2026-03-06 20:38:25 | Refrigerator | 318
2026-03-06 20:38:26 | AC | 1588
2026-03-06 20:38:26 | Cooler | 328
2026-03-06 20:38:26 | Fan | 61
2026-03-06 20:38:26 | LED | 9
2026-03-06 20:38:26 | Refrigerator | 368
2026-03-06 20:38:27 | AC | 1568
2026-03-06 20:38:27 | Cooler | 367
2026-03-06 20:38:27 | Fan | 63
2026-03-06 20:38:27 | LED | 8
2026-03-06 20:38:27 | Refrigerator | 315
2026-03-06 20:38:28 | AC | 1631
2026-03-06 20:38:28 | Cooler | 332
2026-03-06 20:38:28 | Fan | 82
2026-03-06 20:38:28 | LED | 11
2026-03-06 20:38:28 | Refrigerator | 305
2026-03-06 20:38:29 | AC | 1613
2026-03-06 20:38:29 | Cooler | 392
2026-03-06 20:38:29 | Fan | 71
2026-03-06 20:38:29 | LED | 12
2026-03-06 20:38:29 | Refrigerator | 350
2026-03-06 20:38:30 | AC | 1637
2026-03-06 20:38:30 | Cooler | 318
2026-03-06 20:38:30 | Fan | 62
2026-03-06 20:38:30 | LED | 9
2026-03-06 20:38:30 | Refrigerator | 303
2026-03-06 20:38:31 | AC | 1606
2026-03-06 20:38:31 | Cooler | 393
2026-03-06 20:38:31 | Fan | 60
2026-03-06 20:38:31 | LED | 11
2026-03-06 20:38:31 | Refrigerator | 305
2026-03-06 20:38:32 | AC | 1615
2026-03-06 20:38:32 | Cooler | 341
2026-03-06 20:38:32 | Fan | 81
2026-03-06 20:38:32 | LED | 10
2026-03-06 20:38:32 | Refrigerator | 276
2026-03-06 20:38:33 | AC | 1521
2026-03-06 20:38:33 | Cooler | 382
2026-03-06 20:38:33 | Fan | 60
2026-03-06 20:38:33 | LED | 9
2026-03-06 20:38:33 | Refrigerator | 279
2026-03-06 20:38:34 | AC | 1477
2026-03-06 20:38:34 | Cooler | 347
2026-03-06 20:38:34 | Fan | 64
2026-03-06 20:38:34 | LED | 8
2026-03-06 20:38:34 | Refrigerator | 292
2026-03-06 20:38:35 | AC | 1484
2026-03-06 20:38:35 | Cooler | 322
2026-03-06 20:38:35 | Fan | 82
2026-03-06 20:38:35 | LED | 12
2026-03-06 20:38:35 | Refrigerator | 295
2026-03-06 20:38:36 | AC | 1449
2026-03-06 20:38:36 | Cooler | 323
2026-03-06 20:38:36 | Fan | 68
2026-03-06 20:38:36 | LED | 10
2026-03-06 20:38:36 | Refrigerator | 253
2026-03-06 20:38:37 | AC | 1404
2026-03-06 20:38:37 | Cooler | 339
2026-03-06 20:38:37 | Fan | 76
2026-03-06 20:38:37 | LED | 11
2026-03-06 20:38:37 | Refrigerator | 298
2026-03-06 20:38:38 | AC | 1600
2026-03-06 20:38:38 | Cooler | 373
2026-03-06 20:38:38 | Fan | 87
2026-03-06 20:38:38 | LED | 9
2026-03-06 20:38:38 | Refrigerator | 312
2026-03-06 20:38:39 | AC | 1612
2026-03-06 20:38:39 | Cooler | 378
2026-03-06 20:38:39 | Fan | 71
2026-03-06 20:38:39 | LED | 11
2026-03-06 20:38:39 | Refrigerator | 256
2026-03-06 20:38:40 | AC | 1544
2026-03-06 20:38:40 | Cooler | 347
2026-03-06 20:38:40 | Fan | 67
2026-03-06 20:38:40 | LED | 9
2026-03-06 20:38:40 | Refrigerator | 362
2026-03-06 20:38:41 | AC | 1669
2026-03-06 20:38:41 | Cooler | 357
2026-03-06 20:38:41 | Fan | 77
2026-03-06 20:38:41 | LED | 9
2026-03-06 20:38:41 | Refrigerator | 266
2026-03-06 20:38:42 | AC | 1403
2026-03-06 20:38:42 | Cooler | 379
2026-03-06 20:38:42 | Fan | 84
2026-03-06 20:38:42 | LED | 11
2026-03-06 20:38:42 | Refrigerator | 255
2026-03-06 20:38:43 | AC | 1602
2026-03-06 20:38:43 | Cooler | 308
2026-03-06 20:38:43 | Fan | 64
2026-03-06 20:38:43 | LED | 8
2026-03-06 20:38:43 | Refrigerator | 290
2026-03-06 20:38:44 | AC | 1690
2026-03-06 20:38:44 | Cooler | 325
2026-03-06 20:38:44 | Fan | 84
2026-03-06 20:38:44 | LED | 10
2026-03-06 20:38:44 | Refrigerator | 293
2026-03-06 20:38:45 | AC | 1645
2026-03-06 20:38:45 | Cooler | 359
2026-03-06 20:38:45 | Fan | 70
2026-03-06 20:38:45 | LED | 12
2026-03-06 20:38:45 | Refrigerator | 305
2026-03-06 20:38:46 | AC | 1490
2026-03-06 20:38:46 | Cooler | 389
2026-03-06 20:38:46 | Fan | 76
2026-03-06 20:38:46 | LED | 11
2026-03-06 20:38:46 | Refrigerator | 324
2026-03-06 20:38:47 | AC | 1530
2026-03-06 20:38:47 | Cooler | 351
2026-03-06 20:38:47 | Fan | 89
2026-03-06 20:38:47 | LED | 10
2026-03-06 20:38:47 | Refrigerator | 277
2026-03-06 20:38:48 | AC | 1472
2026-03-06 20:38:48 | Cooler | 358
2026-03-06 20:38:48 | Fan | 62
2026-03-06 20:38:48 | LED | 12
2026-03-06 20:38:48 | Refrigerator | 336
2026-03-06 20:38:49 | AC | 1625
2026-03-06 20:38:49 | Cooler | 320
2026-03-06 20:38:49 | Fan | 74
2026-03-06 20:38:49 | LED | 12
2026-03-06 20:38:49 | Refrigerator | 282
2026-03-06 20:38:50 | AC | 1500
2026-03-06 20:38:50 | Cooler | 359
2026-03-06 20:38:50 | Fan | 67
2026-03-06 20:38:50 | LED | 11
2026-03-06 20:38:50 | Refrigerator | 331
2026-03-06 20:38:51 | AC | 1679
2026-03-06 20:38:51 | Cooler | 305
2026-03-06 20:38:51 | Fan | 69
2026-03-06 20:38:51 | LED | 10
2026-03-06 20:38:51 | Refrigerator | 307
2026-03-06 20:38:52 | AC | 1547
2026-03-06 20:38:52 | Cooler | 374
2026-03-06 20:38:52 | Fan | 70
2026-03-06 20:38:52 | LED | 11
2026-03-06 20:38:52 | Refrigerator | 251
