2026-03-06 20:38:15 | AC | 1460
2026-03-06 20:38:15 | Cooler | 355
2026-03-06 20:38:15 | Fan | 89
2026-03-06 20:38:15 | LED | 12
2026-03-06 20:38:15 | Refrigerator | 339
2026-03-06 20:38:16 | AC | 1443
2026-03-06 20:38:16 | Cooler | 394
2026-03-06 20:38:16 | Fan | 80
2026-03-06 20:38:16 | LED | 8
2026-03-06 20:38:16 | Refrigerator | 269
2026-03-06 20:38:17 | AC | 1543
2026-03-06 20:38:17 | Cooler | 327
2026-03-06 20:38:17 | Fan | 74
2026-03-06 20:38:17 | LED | 8
2026-03-06 20:38:17 | Refrigerator | 302
2026-03-06 20:38:18 | AC | 1634
2026-03-06 20:38:18 | Cooler | 347
2026-03-06 20:38:18 | Fan | 82
2026-03-06 20:38:18 | LED | 11
2026-03-06 20:38:18 | Refrigerator | 258
2026-03-06 20:38:19 | AC | 1524
2026-03-06 20:38:19 | Cooler | 374
2026-03-06 20:38:19 | Fan | 75
2026-03-06 20:38:19 | LED | 11
2026-03-06 20:38:19 | Refrigerator | 253
2026-03-06 20:38:20 | AC | 1465
2026-03-06 20:38:20 | Cooler | 367
2026-03-06 20:38:20 | Fan | 80
2026-03-06 20:38:20 | LED | 12
2026-03-06 20:38:20 | Refrigerator | 263
2026-03-06 20:38:21 | AC | 1579
2026-03-06 20:38:21 | Cooler | 312
2026-03-06 20:38:21 | Fan | 66
2026-03-06 20:38:21 | LED | 8
2026-03-06 20:38:21 | Refrigerator | 335
2026-03-06 20:38:22 | AC | 1622
2026-03-06 20:38:22 | Cooler | 388
2026-03-06 20:38:22 | Fan | 86
2026-03-06 20:38:22 | LED | 9
2026-03-06 20:38:22 | Refrigerator | 358
2026-03-06 20:38:23 | AC | 1436
2026-03-06 20:38:23 | Cooler | 370
2026-03-06 20:38:23 | Fan | 79
2026-03-06 20:38:23 | LED | 10
2026-03-06 20:38:23 | Refrigerator | 335
2026-03-06 20:38:24 | AC | 1650
2026-03-06 20:38:24 | Cooler | 391
2026-03-06 20:38:24 | Fan | 89
2026-03-06 20:38:24 | LED | 12
2026-03-06 20:38:24 | Refrigerator | 361
2026-03-06 20:38:25 | AC | 1649
2026-03-06 20:38:25 | Cooler | 397
2026-03-06 20:38:25 | Fan | 69
2026-03-06 20:38:25 | LED | 9
2026-03-06 20:38:25 | Refrigerator | 278
2026-03-06 20:38:26 | AC | 1406
2026-03-06 20:38:26 | Cooler | 373
2026-03-06 20:38:26 | Fan | 77
2026-03-06 20:38:26 | LED | 10
2026-03-06 20:38:26 | Refrigerator | 262
2026-03-06 20:38:27 | AC | 1443
2026-03-06 20:38:27 | Cooler | 349
2026-03-06 20:38:27 | Fan | 77
2026-03-06 20:38:27 | LED | 11
2026-03-06 20:38:27 | Refrigerator | 332
2026-03-06 20:38:28 | AC | 1680
2026-03-06 20:38:28 | Cooler | 378
2026-03-06 20:38:28 | Fan | 73
2026-03-06 20:38:28 | LED | 11
2026-03-06 20:38:28 | Refrigerator | 339
2026-03-06 20:38:29 | AC | 1455
2026-03-06 20:38:29 | Cooler | 303
2026-03-06 20:38:29 | Fan | 72
2026-03-06 20:38:29 | LED | 10
2026-03-06 20:38:29 | Refrigerator | 258
2026-03-06 20:38:30 | AC | 1475
2026-03-06 20:38:30 | Cooler | 359
2026-03-06 20:38:30 | Fan | 81
2026-03-06 20:38:30 | LED | 11
2026-03-06 20:38:30 | Refrigerator | 283
2026-03-06 20:38:31 | AC | 1606
2026-03-06 20:38:31 | Cooler | 319
2026-03-06 20:38:31 | Fan | 64
2026-03-06 20:38:31 | LED | 10
2026-03-06 20:38:31 | Refrigerator | 269
2026-03-06 20:38:32 | AC | 1416
2026-03-06 20:38:32 | Cooler | 364
2026-03-06 20:38:32 | Fan | 83
2026-03-06 20:38:32 | LED | 11
